task_name,avg_code_length,min_code_length,max_code_length,total_implementations,task_url,languages
Execute Brain,74,2,360,98,https://swam-dataset.org/tasks/execute_brain,"11l,68000assembly,8080assembly,8086assembly,Ada,Agena,Algol68,Amazinghopper,Applescript,Arturo,Autohotkey,Autoit,Awk,Axe,Basic,Bbcbasic,Bcpl,Brainf***,Brat,Burlesque,C,C#,C++,Clojure,Clu,Cobol,Comefrom0x10,Commonlisp,D,Delphi,Dodo0,E,Elena,Erlang,F#,Factor,Forth,Fortran,Freebasic,Furor,Gap,Go,Groovy,Gw-basic,Haskell,Iconandunicon,J,Janet,Java,JavaScript,Jsish,Julia,Kotlin,Limbo,Lua,M2000interpreter,Modula-3,Nanoquery,Never,Newlisp,Nim,OCaml,Objeck,Ol,PHP,Pascal,Perl,Phix,Picolisp,Pointless,Potion,Prolog,Purebasic,Python,Quackery,Racket,Raku,Rebol,Rexx,Ruby,Rust,Scala,Scheme,Seed7,Sidef,Standardml,Swift,Tcl,Ti-83basic,Ti-89basic,Unixshell,Vbscript,Vlang,Wren,X86assembly,Xbs,Zkl,Zxspectrumbasic"
Execute Computerzero,130,41,239,7,https://swam-dataset.org/tasks/execute_computerzero,"Algol68,J,Julia,Phix,Python,Wren,Z80assembly"
Execute Hq9,31,1,139,76,https://swam-dataset.org/tasks/execute_hq9,"11l,8080assembly,Action!,Ada,Agena,Algol68,Algolw,Applesoftbasic,Arturo,Autohotkey,Basic256,Bbcbasic,Bqn,C,C#,C++,Ceylon,Clojure,Clu,Cobol,Commonlisp,D,Delphi,Dwscript,Dyalect,E,Ela,Erlang,Factor,Forth,Fortran,Freebasic,Go,Golo,Haskell,Haxe,Iconandunicon,Inform7,J,Java,JavaScript,Julia,Kotlin,Libertybasic,Lua,Miniscript,Nanoquery,Netrexx,Nim,Ns-hubasic,OCaml,PHP,Pascal,Perl,Phix,Picolisp,Powershell,Purebasic,Python,Quackery,Racket,Raku,Rexx,Ring,Ruby,Rust,Scala,Seed7,Sidef,Tcl,Ursa,Ursala,Wren,X86assembly,Xslt,Zkl"
Execute Snusp,92,39,155,31,https://swam-dataset.org/tasks/execute_snusp,"11l,Ada,Algol68,Autohotkey,C,C++,Cobol,D,F#,Factor,Go,Haskell,Iconandunicon,J,Java,JavaScript,Julia,Kotlin,Lua,Nim,OCaml,Perl,Phix,Picolisp,Python,Racket,Raku,Ruby,Seed7,Tcl,Wren"
Exponentiation Operator,19,1,84,92,https://swam-dataset.org/tasks/exponentiation_operator,"11l,68000assembly,Action!,Ada,Algol68,Applescript,Autohotkey,Awk,Basic,Befunge,Brat,C,C#,C++,Chef,Clojure,Commonlisp,D,Delphi,E,Echolisp,Ela,Elixir,Erlang,Erre,F#,Factor,Forth,Fortran,Freebasic,Gap,Go,Haskell,Hicest,Iconandunicon,J,Java,JavaScript,Jq,Julia,Kotlin,Lambdatalk,Libertybasic,Lingo,Logo,Lua,Lucid,M2000interpreter,M4,Maxima,Modula-2,Modula-3,Nemerle,Nim,OCaml,Objeck,Oforth,Pascal,Perl,Phix,Picolisp,Powershell,Prolog,Purebasic,Python,Quackery,R,Racket,Raku,Retro,Rexx,Ring,Ruby,Runbasic,Rust,Scala,Scheme,Seed7,Sidef,Slate,Smalltalk,Standardml,Stata,Swift,Tcl,Ursa,Vba,Vbscript,Wren,Xpl0,Zkl,Zxspectrumbasic"
Exponentiation Order,7,1,30,66,https://swam-dataset.org/tasks/exponentiation_order,"11l,Action!,Ada,Algol68,Algolw,Apl,Applescript,Arturo,Awk,Basic,Bracmat,C,C#,C++,Clojure,Clu,Commonlisp,D,Echolisp,Factor,Fortran,Freebasic,Frink,Go,Groovy,Haskell,Io,J,Java,Jq,Julia,Kotlin,Lambdatalk,Latitude,Lua,Maple,Min,Nanoquery,Nim,OCaml,Perl,Phix,Picolisp,Python,Quackery,R,Racket,Raku,Red,Rexx,Ring,Ruby,Rust,Scala,Seed7,Sidef,Simula,Smalltalk,Stata,Swift,Tcl,Vba,Vbscript,Verbexx,Wren,Zkl"
Exponentiation With Infix Operators In Or Operating On The Base,12,1,60,25,https://swam-dataset.org/tasks/exponentiation_with_infix_operators_in_or_operating_on_the_base,"Ada,Algol68,Awk,Basic,F#,Factor,Freebasic,Go,Haskell,J,Julia,Lua,Maple,Nim,Pascal,Perl,Phix,Python,Qb64,R,Raku,Rexx,Ruby,Smalltalk,Wren"
Extend Your Language,21,1,97,79,https://swam-dataset.org/tasks/extend_your_language,"6502assembly,Abap,Ada,Agda,Algol68,Algolw,Arturo,Ats,C,C#,Clay,Clojure,Cobol,Commonlisp,Coq,D,Delphi,Dup,E,Echolisp,Emacslisp,F#,Factor,Fennel,Forth,Fortran,Freebasic,Freepascal,Go,Haskell,Iconandunicon,Idris,Inform7,J,Java,Julia,Kotlin,Lambdatalk,Langur,Lasso,Lua,M2000interpreter,M4,Min,Morfa,Nemerle,Newlisp,Nim,OCaml,Perl,Phix,Phl,Picolisp,Plaintex,Powershell,Python,Quackery,R,Racket,Raku,Rexx,Ring,Ruby,Rust,Scala,Scheme,Seed7,Shen,Sidef,Smalltalk,Standardml,Tcl,Txr,Unixshell,Ursala,Wren,Xbs,Z80assembly,Zxspectrumbasic"
Extensible Prime Generator,41,1,125,51,https://swam-dataset.org/tasks/extensible_prime_generator,"Ada,Autohotkey,Bqn,C,C++,Clojure,Coffeescript,D,Dart,Delphi,Echolisp,Elixir,F#,Factor,Fortran,Freebasic,Frink,Go,Haskell,Iconandunicon,J,Java,JavaScript,Jq,Julia,Kotlin,Lingo,Lua,M2000interpreter,Nim,Pascal,Perl,Phix,Picolisp,Purebasic,Python,Racket,Raku,Red,Rexx,Ring,Ruby,Rust,Seed7,Sidef,Swift,Tcl,Vba,Wren,Zig,Zkl"
Extreme Floating Point Values,15,1,62,54,https://swam-dataset.org/tasks/extreme_floating_point_values,"Ada,Awk,Bc,C,Clojure,D,Delphi,Eiffel,Euphoria,F#,Factor,Forth,Fortran,Freebasic,Go,Groovy,Haskell,Iconandunicon,J,Java,Jq,Julia,Kotlin,Lua,Maxima,Mumps,Netrexx,Nim,OCaml,Oforth,Ol,Oz,Pascal,Perl,Phix,Picolisp,Purebasic,Python,R,Racket,Raku,Rexx,Ruby,Rust,S-lang,Scala,Scheme,Seed7,Sidef,Smalltalk,Stata,Swift,Tcl,Wren"
Faces From A Mesh,51,11,124,12,https://swam-dataset.org/tasks/faces_from_a_mesh,"11l,Go,Haskell,J,Julia,Nim,Perl,Phix,Python,Raku,Wren,Zkl"
Factorial,11,1,123,295,https://swam-dataset.org/tasks/factorial,"0815,11l,360assembly,68000assembly,Aarch64assembly,Abap,Action!,Actionscript,Ada,Agda,Aime,Algol-m,Algol60,Algol68,Algolw,Amigae,Antlang,Apex,Apl,Applescript,Applesoftbasic,Arendelle,Armassembly,Arnoldc,Arturo,Asciidots,Ats,Autohotkey,Autoit,Avail,Awk,Axe,Babel,Bacon,Bash,Basic,Basic256,Batchfile,Bbcbasic,Bc,Beads,Beeswax,Befunge,Bqn,Bracmat,Brainf***,Brat,Burlesque,C,C#,C++,C3,Cat,Ceylon,Chapel,Chef,Chuck,Clay,Clio,Clips,Clojure,Clu,Cmake,Cobol,Coffeescript,Comal,Comefrom0x10,Commonlisp,Crystal,D,Dart,Dc,Delphi,Draco,Dragon,Dwscript,Dyalect,Dylan,Déjàvu,E,Easylang,Echolisp,Egl,Eiffel,Ela,Elixir,Elm,Emacslisp,Embeddedcforavrmcu,Erlang,Erre,Euphoria,Excel,Ezhil,F#,Factor,False,Fancy,Fantom,Fermat,Focal,Forth,Fortran,Fpr,Freebasic,Friendlyinteractiveshell,Frink,Funl,Futhark,Futurebasic,Gambas,Gap,Genyris,Gml,Gnuplot,Go,Golfscript,Gridscript,Groovy,Haskell,Haxe,Hexiscript,Hicest,Holyc,Hy,I,Iconandunicon,Idl,Inform6,Io,Iterative,J,Janet,Java,JavaScript,Jovial,Joy,Jq,Jsish,Julia,K,Klingphix,Klong,Konsolscript,Kotlin,Lambdatalk,Lang5,Langur,Lasso,Latitude,Lfe,Libertybasic,Lingo,Lisaac,Littlemancomputer,Livecode,Llvm,Logo,Lolcode,Lua,M2000interpreter,M4,MATLAB,Mad,Manool,Maple,Maude,Maxima,Maxscript,Mercury,Microsoftsmallbasic,Min,Miniscript,Minizinc,Mipsassembly,Mirah,Modula-2,Modula-3,Mumps,Myrtlescript,Nanoquery,Neko,Nemerle,Netrexx,Newlisp,Nial,Nickle,Nim,Niue,Nyquist,OCaml,Oberon,Objeck,Octave,Oforth,Order,Oz,PHP,Panda,Pascal,Peloton,Perl,Peylang,Phix,Phixmonti,Picat,Picolisp,Piet,Plainenglish,Postscript,Powerbasic,Powershell,Processing,Prolog,Pure,Purebasic,Python,Q,Qb64,Quackery,R,Racket,Raku,Rapira,Rascal,Rasel,Rebol,Red,Relation,Retro,Rexx,Ring,Robotic,Rockstar,Ruby,Runbasic,Rust,Sasl,Sather,Scala,Scheme,Scilab,Seed7,Self,Sequencel,Setl,Shen,Sidef,Simula,Sisal,Slate,Smalltalk,Snobol4,Spin,Spl,Ssem,Standardml,Stata,Swift,Symsyn,Tailspin,Tcl,Ti-83basic,Ti-89basic,Torquescript,Transforth,Truebasic,Tuscript,Txr,Unixshell,Ursa,Ursala,Vba,Vbscript,Verbexx,Verilog,Vhdl,Vimscript,Visualbasic,Visualbasic.net,Vlang,Wart,Wdte,Webassembly,Wortel,Wrapl,Wren,X86assembly,Xl,Xlisp,Xpl0,Yabasic,Zig,Zkl,Zxspectrumbasic"
Factorial Base Numbers Indexing Permutations Of A Collection,56,5,133,15,https://swam-dataset.org/tasks/factorial_base_numbers_indexing_permutations_of_a_collection,"Applescript,F#,Factor,Go,Haskell,J,Julia,Nim,Perl,Phix,Python,Quackery,Raku,Wren,Zkl"
Factorions,23,3,102,40,https://swam-dataset.org/tasks/factorions,"11l,360assembly,Algol68,Applesoftbasic,Arturo,Autohotkey,Awk,C,C++,Commonlisp,Delphi,F#,Factor,Freebasic,Frink,Fōrmulæ,Go,Haskell,J,Java,Julia,Nim,OCaml,Pascal,Perl,Phix,Purebasic,Python,Quackery,Racket,Raku,Rexx,Ruby,Scala,Sidef,Swift,Vbscript,Vlang,Wren,Zkl"
Factors Of A Mersenne Number,35,1,94,64,https://swam-dataset.org/tasks/factors_of_a_mersenne_number,"11l,360assembly,8086assembly,Ada,Algol68,Arturo,Autohotkey,Bbcbasic,Bracmat,C,C#,C++,Clojure,Coffeescript,Commonlisp,Crystal,D,Delphi,Echolisp,Elixir,Erlang,Factor,Forth,Fortran,Freebasic,Frink,Gap,Go,Haskell,Iconandunicon,J,Java,JavaScript,Julia,Kotlin,Lingo,Maxima,Nim,Octave,PHP,Pascal,Perl,Phix,Picolisp,Prolog,Python,Racket,Raku,Rexx,Ring,Ruby,Rust,Scala,Scheme,Seed7,Sidef,Swift,Tcl,Ti-83basic,Vbscript,Visualbasic,Vlang,Wren,Zkl"
Factors Of An Integer,17,1,141,152,https://swam-dataset.org/tasks/factors_of_an_integer,"0815,11l,360assembly,68000assembly,Aarch64assembly,Acl2,Action!,Actionscript,Ada,Aikido,Algol-m,Algol68,Algolw,Apl,Applescript,Arc,Armassembly,Arturo,Asymptote,Autohotkey,Autoit,Awk,Basic,Batchfile,Bbcbasic,Bc,Befunge,Bqn,Burlesque,C,C#,C++,Ceylon,Chapel,Clojure,Clu,Cobol,Coffeescript,Commonlisp,Crystal,D,Dart,Dc,Delphi,Dyalect,E,Easylang,Echolisp,Edsacordercode,Ela,Elixir,Erlang,Erre,Excel,F#,Factor,False,Fish,Forth,Fortran,Freebasic,Frink,Funl,Futurebasic,Gap,Go,Gosu,Groovy,Haskell,Hicest,Iconandunicon,J,Java,JavaScript,Jq,Julia,K,Kotlin,Lambdatalk,Lfe,Libertybasic,Lingo,Logo,Lua,M2000interpreter,Maple,Maxima,Maxscript,Mercury,Min,Miniscript,Mumps,Nanoquery,Netrexx,Nim,Niue,OCaml,Oberon-2,Objeck,Oforth,Oz,PHP,Panda,Pascal,Perl,Phix,Phixmonti,Picat,Picolisp,Pilot,Plainenglish,Powershell,Prodos,Prolog,Purebasic,Python,Quackery,R,Racket,Raku,Realbasic,Red,Relation,Rexx,Ring,Ruby,Runbasic,Rust,Sather,Scala,Scheme,Seed7,Sequencel,Sidef,Slate,Smalltalk,Standardml,Swift,Tailspin,Tcl,Unixshell,Ursa,Ursala,Vba,Verilog,Wortel,Wren,X86assembly,Xpl0,Yabasic,Zkl,Zxspectrumbasic"
Fairshare Between Two And More,41,3,233,34,https://swam-dataset.org/tasks/fairshare_between_two_and_more,"11l,Applescript,Arturo,C,C++,D,Factor,Freebasic,Go,Haskell,J,Java,JavaScript,Jq,Julia,Kotlin,Lua,Nim,Perl,Phix,Python,Quackery,Racket,Raku,Rexx,Ring,Ruby,Rust,Sidef,Visualbasic.net,Vlang,Wren,Xpl0,Zkl"
Farey Sequence,31,3,118,55,https://swam-dataset.org/tasks/farey_sequence,"11l,Algol68,Apl,Awk,Basic256,C,C#,C++,Commonlisp,Crystal,D,Delphi,Echolisp,Edsacordercode,Factor,Freebasic,Funl,Fōrmulæ,Go,Haskell,J,Java,Julia,Kotlin,Langur,Lua,Maple,Nim,Pascal,Perl,Phix,Picat,Prolog,Purebasic,Python,Quackery,R,Racket,Raku,Rexx,Ring,Ruby,Rust,Scala,Scheme,Sidef,Stata,Swift,Tcl,Vala,Vlang,Wren,Xpl0,Yabasic,Zkl"
Fast Fourier Transform,33,1,180,66,https://swam-dataset.org/tasks/fast_fourier_transform,"11l,Ada,Algol68,Apl,Bbcbasic,C,C#,C++,Commonlisp,Crystal,D,Delphi,Echolisp,Erre,Factor,Fortran,Freebasic,Frink,Gap,Go,Golfscript,Haskell,Idris,J,Java,JavaScript,Jq,Julia,Klong,Kotlin,Lambdatalk,Libertybasic,Lua,Maple,Maxima,Nim,OCaml,Oorexx,PHP,Pascal,Perl,Phix,Picolisp,Powershell,Prolog,Python,R,Racket,Raku,Rexx,Ruby,Runbasic,Rust,Scala,Scheme,Scilab,Sequencel,Sidef,Stata,Swift,Systemverilog,Tcl,Ursala,Vlang,Wren,Zkl"
Fasta Format,22,2,102,58,https://swam-dataset.org/tasks/fasta_format,"11l,Action!,Ada,Aime,Algolw,Arturo,Autohotkey,Awk,Basic,Basic256,C,C#,C++,Clojure,Commonlisp,Crystal,Delphi,Factor,Forth,Freebasic,Gambas,Go,Haskell,J,Java,JavaScript,Jq,Julia,Kotlin,Lua,M2000interpreter,Nim,OCaml,Objeck,Pascal,Perl,Phix,Picolisp,Powershell,Purebasic,Python,R,Racket,Raku,Rexx,Ring,Ruby,Runbasic,Rust,Scala,Scheme,Seed7,Sidef,Tcl,Tmg,Wren,Xpl0,Zkl"
Faulhabers Formula,73,5,166,30,https://swam-dataset.org/tasks/faulhabers_formula,"C,C#,C++,D,Echolisp,Factor,Fōrmulæ,Gap,Go,Groovy,Haskell,J,Java,Julia,Kotlin,Lua,Maxima,Modula-2,Nim,Perl,Phix,Python,Racket,Raku,Ruby,Scala,Sidef,Visualbasic.net,Wren,Zkl"
Faulhabers Triangle,70,5,187,35,https://swam-dataset.org/tasks/faulhabers_triangle,"C,C#,C++,D,F#,Factor,Freebasic,Fōrmulæ,Go,Groovy,Haskell,J,Java,JavaScript,Jq,Julia,Kotlin,Lua,Nim,Pascal,Perl,Phix,Prolog,Python,Racket,Raku,Rexx,Ruby,Scala,Scheme,Sidef,Visualbasic.net,Vlang,Wren,Zkl"
Feigenbaum Constant Calculation,26,15,41,42,https://swam-dataset.org/tasks/feigenbaum_constant_calculation,"11l,Ada,Algol68,Awk,Basic,C,C#,C++,D,F#,Factor,Fortran,Freebasic,Futurebasic,Fōrmulæ,Go,Groovy,Haskell,J,Java,Jq,Julia,Kotlin,Lambdatalk,Lua,Modula-2,Nim,Perl,Phix,Python,Racket,Raku,Rexx,Ring,Ruby,Scala,Sidef,Swift,Visualbasic.net,Vlang,Wren,Zkl"
Fermat Numbers,44,1,322,29,https://swam-dataset.org/tasks/fermat_numbers,"Arturo,C,C++,Commonlisp,Crystal,Factor,Go,Haskell,J,Java,Jq,Julia,Kotlin,Langur,Nim,Perl,Phix,Picolisp,Python,Raku,Rexx,Ring,Ruby,Rust,Scala,Sidef,Tcl,Wren,Zkl"
Fibonacci N Step Number Sequences,29,1,220,79,https://swam-dataset.org/tasks/fibonacci_n_step_number_sequences,"11l,360assembly,Acl2,Action!,Ada,Algol68,Apl,Applescript,Autohotkey,Awk,Basic256,Batchfile,Bbcbasic,Befunge,Bqn,Bracmat,C,C#,C++,Clojure,Clu,Commonlisp,D,Delphi,Echolisp,Elixir,Erlang,Erre,F#,Factor,Forth,Fortran,Freebasic,Funl,Fōrmulæ,Go,Groovy,Haskell,Iconandunicon,J,Java,JavaScript,Jq,Julia,Kotlin,Lua,Maple,Nim,Ol,PHP,Pascal,Perl,Phix,Picolisp,Powershell,Purebasic,Python,Quackery,Racket,Raku,Rexx,Ring,Ruby,Runbasic,Rust,Scala,Scheme,Seed7,Sidef,Tailspin,Tcl,Vba,Vbscript,Visualbasic.net,Vlang,Wren,Xpl0,Yabasic,Zkl"
Fibonacci Sequence,12,1,78,302,https://swam-dataset.org/tasks/fibonacci_sequence,"0815,11l,360assembly,6502assembly,68000assembly,8080assembly,8086assembly,8th,Abap,Acl2,Action!,Actionscript,Ada,Advpl,Aime,Algol-m,Algol60,Algol68,Algolw,Alore,Amazinghopper,Antlang,Apex,Apl,Applescript,Arendelle,Armassembly,Arnoldc,Arturo,Asciidots,Ats,Autohotkey,Autoit,Awk,Axe,Babel,Bash,Basic,Batchfile,Battlestar,Bbcbasic,Bc,Bcpl,Beeswax,Befunge,Blitzmax,Blue,Bqn,Bracmat,Brainf***,Brat,Burlesque,C,C#,C++,Cat,Chapel,Chef,Clio,Clojure,Clu,Cmake,Cobol,Coffeescript,Comefrom0x10,Commonlisp,Corescript,Cowgol,Crystal,D,Dart,Datalog,Dbl,Dc,Delphi,Dibol-11,Dwscript,Dyalect,E,Easylang,Echolisp,Ecl,Edsacordercode,Eiffel,Ela,Elena,Elixir,Elm,Emacslisp,Erlang,Erre,Euphoria,Excel,F#,Factor,Falcon,False,Fancy,Fantom,Fermat,Fexl,Fish,Focal,Forth,Fortran,Freebasic,Freepascal,Frink,Friscassembly,Funl,Futhark,Futurebasic,Fōrmulæ,Gap,Gecho,Gfabasic,Gml,Go,Groovy,Harbour,Haskell,Haxe,Hicest,Hoon,Hope,Hy,Iconandunicon,Idl,Idris,J,Java,JavaScript,Joy,Jq,Julia,K,Kabap,Klingphix,Kotlin,Labview,Lambdatalk,Lang5,Langur,Lasso,Latitude,Lean,Lfe,Libertybasic,Lingo,Lisaac,Livecode,Llvm,Logo,Lolcode,Lplusplus,Lsl,Lua,Luck,Lush,M2000interpreter,M4,MATLAB,Mad,Maple,Maxima,Maxscript,Mercury,Metafont,Microsoftsmallbasic,Min,Miniscript,Minizinc,Mipsassembly,Mirah,Ml,Modula-2,Modula-3,Monicelli,Montilang,Mumps,Nanoquery,Nemerle,Nesl,Netrexx,Newlisp,Ngs,Nial,Nim,Nix,OCaml,Oberon-2,Objeck,Objective-c,Octave,Oforth,Ol,Opl,Order,Oz,PHP,Pascal,Perl,Phix,Phixmonti,Picat,Picolisp,Pike,Pir,Plainenglish,Pop11,Postscript,Potion,Powerbasic,Powershell,Processing,Prolog,Pure,Purebasic,Purity,Python,Qb64,Qi,Quackery,R,Ra,Racket,Raku,Rasel,Red,Relation,Retro,Rexx,Ring,Rockstar,Ruby,Runbasic,Rust,S-basic,Sas,Sather,Scala,Scheme,Scilab,Sed,Seed7,Sequencel,Setl,Shen,Sidef,Simula,Skookumscript,Slate,Smalltalk,Smartbasic,Snobol4,Snusp,Softbridgebasic,Spin,Spl,Sql,Ssem,Stata,Streamit,Supercollider,Swift,Tailspin,Tcl,Tern,Ti-83basic,Ti-89basic,Tinybasic,Truebasic,Tsesal,Turing,Tuscript,Unixpipes,Unixshell,Ursa,Ursala,V,Vala,Vaxassembly,Vba,Vbscript,Veditmacrolanguage,Visualbasic,Visualbasic.net,Vlang,Wart,Wdte,Webassembly,Wrapl,Wren,X86assembly,Xeec,Xlisp,Xojo,Xpl0,Xquery,Yabasic,Zkl,Zxspectrumbasic"
Fibonacci Word,33,1,98,58,https://swam-dataset.org/tasks/fibonacci_word,"11l,Ada,Aime,Algol68,Apl,Arturo,Autohotkey,C,C#,C++,Clojure,Clu,Commonlisp,D,Delphi,Echolisp,Elixir,F#,Factor,Freebasic,Fōrmulæ,Go,Haskell,Iconandunicon,J,Java,JavaScript,Jq,Julia,Kotlin,Lua,Nim,Objeck,Oforth,Oorexx,Pascal,Perl,Phix,Picat,Purebasic,Python,R,Racket,Raku,Rexx,Ring,Ruby,Rust,Scala,Scheme,Scilab,Seed7,Sidef,Swift,Tcl,Wren,Zkl,Zxspectrumbasic"
Fibonacci Wordfractal,44,2,150,37,https://swam-dataset.org/tasks/fibonacci_wordfractal,"Autohotkey,C,C++,D,Delphi,Elixir,F#,Factor,Freebasic,Fōrmulæ,Go,Haskell,Iconandunicon,J,Java,JavaScript,Julia,Kotlin,Logo,Lua,Nim,Perl,Phix,Processing,Python,R,Racket,Raku,Rexx,Ruby,Rust,Scala,Scilab,Sidef,Tcl,Wren,Zkl"
File Extension Is In Extensions List,20,2,65,40,https://swam-dataset.org/tasks/file_extension_is_in_extensions_list,"11l,Action!,Ada,Algol68,Arturo,Awk,Basic,Batchfile,C,C++,Clojure,D,Delphi,Factor,Fortran,Go,Haskell,J,Java,Jq,Julia,Kotlin,Lua,Nim,Objeck,PHP,Perl,Phix,Python,Racket,Raku,Rexx,Ring,Ruby,Rust,Scala,Sidef,Tcl,Wren,Zkl"
File Inputoutput,11,1,179,139,https://swam-dataset.org/tasks/file_inputoutput,"11l,Aarch64assembly,Acl2,Action!,Ada,Aime,Algol68,Applescript,Armassembly,Arturo,Autohotkey,Awk,Babel,Basic,Batchfile,Bcpl,Befunge,Bracmat,C,C#,C++,Clean,Clojure,Cobol,Coldfusion,Commonlisp,D,Dbl,Dcl,Delphi,Dibol-11,E,Eiffel,Elena,Elixir,Emacslisp,Erlang,Euphoria,F#,Factor,Forth,Fortran,Freebasic,Frink,Gambas,Gap,Gml,Go,Groovy,Guiss,Haskell,Hexiscript,Hicest,I,Iconandunicon,Idl,Io,J,Java,JavaScript,Jq,Julia,K,Kotlin,Labview,Lang5,Libertybasic,Lingo,Lisaac,Logo,Lua,M2000interpreter,Maple,Maxscript,Mercury,Mircscriptinglanguage,Modula-3,Nanoquery,Netrexx,Nim,OCaml,Objeck,Objective-c,Objectpascal,Octave,Oforth,Oz,PHP,Pascal,Perl,Phix,Picolisp,Pike,Pop11,Powershell,Purebasic,Python,Quackery,R,Racket,Raku,Rapidq,Raven,Realbasic,Rebol,Red,Retro,Rexx,Ring,Ruby,Runbasic,Rust,Scala,Scheme,Seed7,Sensetalk,Sidef,Slate,Smalltalk,Snabel,Snobol4,Standardml,Stata,Tcl,Toka,Tuscript,Txr,Unixshell,Ursa,Ursala,Vba,Vbscript,Veditmacrolanguage,Visualbasic.net,Wart,Wren,Xpl0,Zig,Zkl"
File Modification Time,8,1,26,81,https://swam-dataset.org/tasks/file_modification_time,"Ada,Algol68,Autohotkey,Awk,Batchfile,Bbcbasic,C,C#,C++,Clojure,Commonlisp,D,Delphi,E,Elixir,Emacslisp,Erlang,F#,Factor,Fortran,Freebasic,Frink,Gambas,Go,Guiss,Haskell,Hicest,Iconandunicon,J,Java,JavaScript,Jsish,Julia,Kotlin,Lasso,Lua,M2000interpreter,Maxscript,Modula-3,Netrexx,Newlisp,Nim,OCaml,Objeck,Objective-c,Oforth,Oz,PHP,Pascal,Perl,Phix,Picolisp,Pop11,Powershell,Purebasic,Python,R,Racket,Raku,Rapidq,Realbasic,Rexx,Ring,Ruby,Runbasic,Rust,Scala,Seed7,Sidef,Slate,Smalltalk,Standardml,Tcl,Tuscript,Unixshell,Ursa,Vbscript,Veditmacrolanguage,Visualbasic.net,Wren,Zkl"
File Size,8,1,68,117,https://swam-dataset.org/tasks/file_size,"11l,8086assembly,Action!,Ada,Aime,Algol68,Arturo,Autohotkey,Awk,Axe,Bacon,Batchfile,Bbcbasic,Bracmat,C,C#,C++,Clean,Clojure,Cobol,Coldfusion,Commonlisp,D,Delphi,E,Eiffel,Elena,Elixir,Emacslisp,Erlang,Euphoria,F#,Factor,Fbsl,Forth,Fortran,Freebasic,Frink,Gambas,Go,Groovy,Haskell,Hicest,Iconandunicon,J,Java,JavaScript,Jq,Julia,K,Kotlin,Lasso,Libertybasic,Lingo,Livecode,Lua,Maple,Maxscript,Mirah,Mircscriptinglanguage,Modula-3,Nanoquery,Netrexx,Newlisp,Nim,OCaml,Objeck,Objective-c,Oforth,Oorexx,Oz,PHP,Pascal,Perl,Phix,Picolisp,Pike,Pop11,Postscript,Powershell,Purebasic,Python,R,Racket,Raku,Rapidq,Raven,Rebol,Red,Retro,Rexx,Ring,Ruby,Runbasic,Rust,Scala,Scheme,Seed7,Sidef,Slate,Smalltalk,Standardml,Stata,Tcl,Toka,Torquescript,Tuscript,Unixshell,Ursa,Vbscript,Veditmacrolanguage,Visualbasic,Visualbasic.net,Wren,X86assembly,Xpl0,Zkl"
File Size Distribution,47,9,160,24,https://swam-dataset.org/tasks/file_size_distribution,"Action!,Ada,C,C++,Delphi,Factor,Go,Haskell,J,Julia,Kotlin,Nim,Perl,Phix,Python,Racket,Raku,Rexx,Rust,Sidef,Tcl,Unixshell,Wren,Zkl"
Filter,10,1,89,154,https://swam-dataset.org/tasks/filter,"11l,Acl2,Action!,Actionscript,Ada,Aime,Algol68,Algolw,Amigae,Antlang,Apex,Apl,Applescript,Arturo,Autohotkey,Awk,Batchfile,Bbcbasic,Bcpl,Bqn,Bracmat,Brat,Burlesque,C,C#,C++,Clean,Clojure,Coffeescript,Commonlisp,Cowgol,D,Delphi,Dyalect,Déjàvu,E,Easylang,Echolisp,Ela,Elena,Elixir,Erlang,Euphoria,F#,Factor,Fantom,Forth,Fortran,Freebasic,Frink,Futhark,Gambas,Gap,Go,Groovy,Haskell,Iconandunicon,Idl,J,Java,JavaScript,Javafxscript,Jq,Julia,K,Kotlin,Lambdatalk,Lang5,Langur,Lasso,Libertybasic,Lisaac,Logo,Lua,M2000interpreter,MATLAB,Maple,Maxima,Maxscript,Min,Miniscript,Ml,Mumps,Nemerle,Netrexx,Newlisp,Ngs,Nial,Nim,OCaml,Objeck,Objective-c,Octave,Oforth,Ol,Oorexx,Oz,PHP,Pascal,Peloton,Perl,Phix,Phl,Picat,Picolisp,Pop11,Postscript,Powershell,Prolog,Purebasic,Python,Q,Quackery,R,Racket,Raku,Raven,Rebol,Red,Rexx,Ring,Ruby,Runbasic,Rust,Salmon,Sather,Scala,Scheme,Seed7,Sequencel,Sidef,Sql,Stata,Swift,Tcl,Toka,Tuscript,Unixpipes,Unixshell,Ursala,V,Vba,Vbscript,Visualbasic.net,Vlang,Wdte,Wrapl,Wren,Xpl0,Xquery,Xslt,Z80assembly,Zkl,Zxspectrumbasic"
Find Chess960 Starting Position Identifier,39,12,79,11,https://swam-dataset.org/tasks/find_chess960_starting_position_identifier,"Basic,Factor,Go,Julia,Nim,Perl,Phix,Python,Raku,Ruby,Wren"
